State,District,delta_confirmed,delta_deceased,delta_recovered,delta_vaccinated1,delta_vaccinated2,delta_tested,delta7_confirmed,delta7_deceased,delta7_recovered,delta7_vaccinated1,delta7_vaccinated2,delta7_tested,meta_population,total_confirmed,total_deceased,total_recovered,total_vaccinated1,total_vaccinated2,total_tested
AN,Nicobars,0,0,0,0,0,0,0,0,0,62,811,0,36842,0,0,0,25394,20313,0
AN,North and Middle Andaman,0,0,0,0,8,0,0,0,0,90,1839,0,105597,0,0,0,78945,59522,0
AN,South Andaman,0,0,0,3,28,0,0,0,0,732,8012,0,238142,0,0,0,189662,120322,0
AN,Unknown,0,0,0,0,0,0,3,0,5,0,0,0,0,7651,129,7518,0,0,0
AP,Anantapur,4,0,5,4575,5370,0,38,0,58,92803,140903,0,4083315,157843,1093,156699,2690082,1611476,787085
AP,Chittoor,64,1,87,878,1306,0,516,6,629,63824,119541,0,4170468,246935,1947,244144,2832987,1807873,780322
AP,East Godavari,87,0,121,41,237,0,604,0,520,36973,223236,0,5151549,293836,1290,291610,3532220,1990578,944746
AP,Foreign Evacuees,0,0,0,0,0,0,0,0,0,0,0,0,0,434,0,434,0,0,0
AP,Guntur,33,0,198,1119,1248,0,272,4,619,285377,156818,0,4889230,178068,1237,176629,3440118,1891773,833823
AP,Krishna,46,1,71,51,337,0,422,9,467,75352,230788,0,4529009,119348,1430,117130,2971604,1914927,782232
AP,Kurnool,6,0,3,4716,1538,0,25,0,26,178620,73119,0,4046601,124142,853,123264,2672759,1290419,867361
AP,Other State,0,0,0,0,0,0,0,0,0,0,0,0,0,2461,0,2461,0,0,0
AP,Prakasam,6,0,37,3292,5872,0,103,3,290,137338,130213,0,3392764,138482,1124,136989,2321031,1521177,697340
AP,S.P.S. Nellore,34,1,23,2724,1639,0,155,2,235,96973,114393,0,2966082,146388,1053,144919,2143402,1403240,682964
AP,Srikakulam,19,0,20,2,6,0,132,0,72,18883,129575,0,2699471,123109,786,122136,1630248,974734,670899
AP,Visakhapatnam,27,0,30,1309,2311,0,237,1,227,65301,207340,0,4288113,157737,1127,156492,2999432,1864960,744983
AP,Vizianagaram,7,1,11,601,1855,0,53,1,38,44847,123576,0,2342868,82967,672,82231,1393491,996097,531433
AP,West Godavari,40,0,44,878,1884,0,234,4,246,61021,146562,0,3934782,179077,1117,177680,2525317,1778807,793098
AP,Y.S.R. Kadapa,12,0,25,1005,1101,0,82,0,163,65843,90958,0,2884524,115623,644,114904,1824032,1328711,671761
AR,Anjaw,0,0,0,0,0,0,0,0,0,45,452,0,21089,1068,3,1065,11695,7957,2845
AR,Capital Complex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115210
AR,Changlang,0,0,1,0,0,0,3,0,3,298,3803,0,147951,3807,22,3780,88857,55361,23861
AR,East Kameng,0,0,0,0,1,0,0,0,0,76,409,0,78413,1094,0,1094,22931,15646,7489
AR,East Siang,0,0,5,0,0,0,9,0,10,365,2013,0,99019,3206,17,3183,54001,39434,21867
AR,Kamle,0,0,0,0,0,0,0,0,0,36,185,0,22256,512,0,512,6946,3874,1385
AR,Kra Daadi,0,0,0,0,0,0,0,0,0,5,23,0,0,270,0,270,6275,3272,3218
AR,Kurung Kumey,0,0,0,0,0,0,0,0,0,27,255,0,89717,511,1,510,9121,5601,4201
AR,Lepa Rada,0,0,0,6,54,0,0,0,1,40,307,0,0,874,3,871,13328,10176,6747
AR,Lohit,0,0,0,0,0,0,9,0,3,221,1494,0,145538,2885,26,2851,31120,22003,14945
AR,Longding,0,0,0,0,0,0,1,0,0,46,356,0,60000,752,2,749,19259,7826,10342
AR,Lower Dibang Valley,0,0,0,19,1,0,14,0,3,171,931,0,53986,2426,11,2397,32639,22089,12169
AR,Lower Siang,0,0,0,0,0,0,0,0,0,37,317,0,80597,738,8,730,16565,9990,7070
AR,Lower Subansiri,0,0,0,2,36,0,5,0,2,85,767,0,82839,3036,15,3015,26916,18827,10564
AR,Namsai,0,0,0,0,0,0,4,0,16,209,2436,0,95950,2124,17,2102,63539,47104,19987
AR,Pakke Kessang,0,0,0,0,14,0,0,0,0,25,262,0,0,453,0,453,8004,4998,3327
AR,Papum Pare,1,0,1,0,0,0,7,0,12,1055,3799,0,176385,18316,98,18212,141168,100258,41960
AR,Shi Yomi,0,0,0,0,0,0,1,0,10,2,153,0,13310,262,0,261,6910,5663,2169
AR,Siang,0,0,0,0,0,0,0,0,0,40,197,0,31920,411,3,408,14408,9068,4270
AR,Tawang,0,0,0,0,0,0,12,0,8,91,759,0,49950,2577,20,2533,29553,23287,14224
AR,Tirap,0,0,0,0,0,0,0,0,2,35,631,0,111997,1109,5,1102,31565,21200,14657
AR,Upper Dibang Valley,0,0,0,0,0,0,0,0,1,3,11,0,7948,337,2,335,4156,2603,1910
AR,Upper Siang,0,0,0,0,0,0,0,0,2,38,411,0,35289,1016,1,1015,18594,13671,6564
AR,Upper Subansiri,0,0,0,0,0,0,0,0,0,93,1122,0,83205,1958,6,1952,24842,16390,6217
AR,West Kameng,0,0,7,15,89,0,1,0,21,206,1914,0,87013,3545,14,3518,55710,40321,28155
AR,West Siang,0,0,-5,0,0,0,0,0,3,63,640,0,112272,1868,6,1856,33773,27867,13192
AS,Baksa,0,0,0,39,172,0,0,0,0,2992,15169,0,953773,0,0,0,553967,136574,0
AS,Barpeta,0,0,0,369,1035,0,0,0,0,10495,48544,0,1693190,0,0,0,1095048,448006,0
AS,Biswanath,0,0,0,507,1655,0,0,0,0,5661,35727,0,612491,0,0,0,456088,213437,0
AS,Bongaigaon,0,0,0,85,1287,0,0,0,0,2784,18356,0,732639,0,0,0,493242,183782,0
AS,Cachar,0,0,0,2149,966,0,0,0,0,26826,21591,0,1736319,0,0,0,1101266,402535,0
AS,Charaideo,0,0,0,3,26,0,0,0,0,1853,16868,0,0,0,0,0,309125,111219,0
AS,Chirang,0,0,0,22,89,0,0,0,0,2488,9573,0,481818,0,0,0,288696,102397,0
AS,Darrang,0,0,0,365,270,0,0,0,0,17453,21800,0,908090,0,0,0,596783,183724,0
AS,Dhemaji,0,0,0,55,47,0,0,0,0,3423,15318,0,688077,0,0,0,431792,184251,0
AS,Dhubri,0,0,0,1042,1906,0,0,0,0,12450,25644,0,1948632,0,0,0,945264,229696,0
AS,Dibrugarh,0,0,0,699,4007,0,0,0,0,8869,38695,0,1327748,0,0,0,914640,430800,301657
AS,Dima Hasao,0,0,0,160,59,0,0,0,0,2532,3737,0,213529,0,0,0,116318,62593,0
AS,Goalpara,0,0,0,47,81,0,0,0,0,4013,30725,0,1008959,0,0,0,662016,195521,0
AS,Golaghat,0,0,0,504,2676,0,0,0,0,6525,51417,0,1058674,0,0,0,711564,306745,0
AS,Hailakandi,0,0,0,88,705,0,0,0,0,1724,11247,0,659260,0,0,0,422295,146888,0
AS,Hojai,0,0,0,512,2979,0,0,0,0,6217,36724,0,931218,0,0,0,602504,274035,0
AS,Jorhat,0,0,0,225,2154,0,0,0,0,3383,39677,0,1091295,0,0,0,649267,297724,0
AS,Kamrup,0,0,0,231,253,0,0,0,0,10451,45828,0,1517202,0,0,0,1079092,409628,0
AS,Kamrup Metropolitan,0,0,0,359,1713,0,0,0,0,6625,38155,0,1260419,0,0,0,1246239,875897,0
AS,Karbi Anglong,0,0,0,342,280,0,0,0,0,13744,12778,0,965280,0,0,0,284600,102798,0
AS,Karimganj,0,0,0,331,1382,0,0,0,0,5088,20659,0,1217002,0,0,0,681216,203575,0
AS,Kokrajhar,0,0,0,162,823,0,0,0,0,3935,19711,0,886999,0,0,0,538901,156488,0
AS,Lakhimpur,0,0,0,148,1555,0,0,0,0,5870,42164,0,1040644,0,0,0,681386,301369,0
AS,Majuli,0,0,0,36,166,0,0,0,0,1524,7176,0,167304,0,0,0,117599,82507,0
AS,Morigaon,0,0,0,264,482,0,0,0,0,5298,27861,0,957853,0,0,0,592446,212146,0
AS,Nagaon,0,0,0,758,1481,0,0,0,0,16396,36734,0,2826006,0,0,0,1203831,448081,0
AS,Nalbari,0,0,0,388,1492,0,0,0,0,6785,25411,0,769919,0,0,0,483076,168392,0
AS,Sivasagar,0,0,0,46,714,0,0,0,0,1946,23104,0,1150253,0,0,0,478954,223921,0
AS,Sonitpur,0,0,0,448,2664,0,0,0,0,8341,48290,0,1925975,0,0,0,767841,434213,0
AS,South Salmara Mankachar,0,0,0,260,1288,0,0,0,0,1978,15304,0,555114,0,0,0,239906,76599,0
AS,Tinsukia,0,0,0,6637,1679,0,0,0,0,45002,22410,0,1316948,0,0,0,795057,286170,0
AS,Udalguri,0,0,0,1935,1396,0,0,0,0,17371,19343,0,832769,0,0,0,504439,133919,24661
AS,Unknown,212,1,236,0,0,0,2056,24,2215,0,0,0,0,610645,5997,600974,0,0,0
AS,West Karbi Anglong,0,0,0,312,147,0,0,0,0,4593,4186,0,300320,0,0,0,127612,42942,0
BR,Araria,0,0,0,5177,3067,0,2,0,0,51331,69085,0,2806200,14978,116,14859,1177154,395227,219221
BR,Arwal,0,0,0,262,1360,0,0,0,0,4059,17125,0,700843,7381,74,7307,345175,116424,101624
BR,Aurangabad,0,0,0,1264,2657,0,0,0,0,25561,56431,0,2511243,20011,75,19936,1132482,407913,412007
BR,Banka,0,0,0,2635,3138,0,0,0,0,24239,34077,0,2029339,7379,112,7267,935177,351254,364776
BR,Begusarai,0,0,1,1906,2774,0,2,0,7,33903,65735,0,2954367,27212,457,26754,1430906,480982,213670
BR,Bhagalpur,0,0,1,2122,3458,0,1,0,1,49875,78088,0,3032226,25840,309,25531,1494951,650332,582113
BR,Bhojpur,0,0,0,3232,4879,0,0,0,0,31626,53006,0,2720155,10210,159,10051,1291186,382719,466438
BR,Buxar,0,0,0,1083,2516,0,0,0,0,14794,38792,0,1707643,9248,182,9066,907374,322555,461428
BR,Darbhanga,0,0,0,2858,5306,0,0,0,1,39165,82276,0,3921971,10937,370,10567,1869372,741553,448442
BR,East Champaran,0,0,0,2434,8014,0,2,0,0,29316,84760,0,5082868,19017,430,18585,2498559,1002939,548132
BR,Gaya,0,0,0,1708,1689,0,0,0,1,72504,82490,0,4379383,33952,280,33672,1925234,722746,872359
BR,Gopalganj,0,0,0,5308,8468,0,0,0,1,31750,70093,0,2558037,16685,94,16591,1286763,481968,562654
BR,Jamui,0,0,0,1435,1416,0,0,0,1,24440,24005,0,1756078,9418,106,9312,800488,222093,342005
BR,Jehanabad,0,0,0,498,1617,0,0,0,0,12986,27200,0,1124176,10783,109,10674,498448,184446,492255
BR,Kaimur,0,0,0,1067,2183,0,0,0,0,19996,28681,0,1626900,4984,147,4837,801438,225437,442332
BR,Katihar,0,0,0,2680,2966,0,0,0,1,53448,75733,0,3068149,18145,94,18051,1451838,403046,556438
BR,Khagaria,0,0,0,881,2118,0,0,0,0,15402,32372,0,1657599,10064,88,9976,775019,222012,148340
BR,Kishanganj,3,0,1,1997,1445,0,4,0,2,24597,25592,0,1690948,10128,66,10057,757066,205274,294321
